prim2_common,prim1_common,strat_id,psu_id,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,NUM_TYP9,BOAT_HRS,telefon,COASTAL,new_list,kod,ASG_CODE,MODE_ASG,PRT_CODE,CELLTYPE,fshinsp_a,num_fish_a,region,strat_interval,month,COUNTY,TIME,tsn1,tsn2,DISTKEYS,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,date1,DIST,prim1,prim2,AREA_NC,MODE2001,MONITOR,TOURN,TURTLE,AGE,GENDER,ART_REEF,REEFCODE,muni_res,muni_trp,wp_int,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,fl_reg
SHEEPSHEAD,SPOTTED SEATROUT,2015011233weS:8AM-8PM,2015112331000920150131,2015,7,12,101,12,103,297,3,3,K,5,4,0,23,3,1,1,0,0,0,,,1000920150131007,7,1,2,,,,,Y,,we,1000920150131,,1000920150131007,2,,,3,S:8AM-8PM,01,PASCO,1618,169239,169189,8,1,1,8,1,8,19FEB201516:56,8,8835440102,8835430301,,,,,,,,,,,,13479.323715,2015011233weS:8AM-8PM,,0,1000920150131007,8
,,2015021233weS:8AM-8PM,2015112331000920150213,2015,7,12,103,12,103,452,1,3,2,5,0.5,,51,7,1,0,0,0,0,,,1000920150213001,7,1,2,,,,,Y,,we,1000920150213,,1000920150213001,,,,3,S:8AM-8PM,02,PINELLAS,1418,,,8,1,1,8,1,8,20MAR201511:02,8,,,,,,,,,,,,,,14580.53688,2015021233weS:8AM-8PM,,0,1000920150213001,8
,,2015021233weS:8AM-8PM,2015112331000920150220,2015,7,12,57,12,57,717,1,3,K,5,1,,1,1,1,0,0,0,0,,,1000920150220001,7,1,2,,,,,Y,,we,1000920150220,,1000920150220001,,,,3,S:8AM-8PM,02,HILLSBOROUGH,1835,,,8,1,1,8,1,8,20MAR201511:02,8,,,,,,,,,,,,,,1621.9776731,2015021233weS:8AM-8PM,,0,1000920150220001,8
,,2015021233weS:8AM-8PM,2015112331000920150220,2015,7,12,57,12,57,717,1,3,K,5,1,,43,1,1,0,0,0,0,,,1000920150220002,7,1,2,,,,,Y,,we,1000920150220,,1000920150220002,,,,3,S:8AM-8PM,02,HILLSBOROUGH,1837,,,8,1,1,8,2,8,20MAR201511:02,8,,,,,,,,,,,,,,1621.9776731,2015021233weS:8AM-8PM,,0,1000920150220002,8
,,2015021233weS:8AM-8PM,2015112331000920150222,2015,1,6,73,12,103,769,1,3,K,5,2,,0,0,1,0,0,0,0,,,1000920150222001,7,1,2,,,,,O,,we,1000920150222,,1000920150222001,,,,3,S:8AM-8PM,02,SAN DIEGO,1135,,,8,1,1,8,1,8,20MAR201511:02,8,,,,,,,,,,,,,,5483.1979794,2015021233weS:8AM-8PM,,0,1000920150222001,8
,,2015021233weS:8AM-8PM,2015112331000920150222,2015,7,12,103,12,103,769,1,3,K,5,3,0,11,0,1,2,0,0,0,,,1000920150222002,7,1,2,,,,,Y,,we,1000920150222,,1000920150222002,2,,,3,S:8AM-8PM,02,PINELLAS,1145,,,8,1,1,8,2,8,20MAR201511:02,8,,,,,,,,,,,,,,5483.1979794,2015021233weS:8AM-8PM,,0,1000920150222002,8
,,2015021233weS:8AM-8PM,2015112331000920150222,2015,0,18,63,12,103,769,1,3,K,5,3,0,11,0,1,3,0,0,0,,,1000920150222003,7,1,2,,,,,O,,we,1000920150222,,1000920150222003,2,,,3,S:8AM-8PM,02,,1147,,,8,1,1,8,1,8,20MAR201511:02,8,,,,,,,,,,,,,,5483.1979794,2015021233weS:8AM-8PM,,0,1000920150222003,8
,,2015021233weS:8AM-8PM,2015112331000920150222,2015,7,12,83,12,103,769,1,3,K,5,13,0,0,0,1,0,1,0,0,,,1000920150222004,7,1,1,,,,,Y,,we,1000920150222,,1000920150222004,2,1,0,3,S:8AM-8PM,02,MARION,1150,,,8,1,1,1,1,2,20MAR201511:02,8,,,,,,,,,,,,,,5483.1979794,2015021233weS:8AM-8PM,,0,1000920150222004,8
,,2015021233weS:8AM-8PM,2015112331000920150222,2015,7,12,83,12,103,769,1,3,K,5,13,0,0,0,1,2,6,0,0,,,1000920150222005,7,1,1,,,,,Y,,we,1000920150222,,1000920150222005,2,5,0,3,S:8AM-8PM,02,MARION,1152,,,8,1,1,1,1,2,20MAR201511:02,8,,,,,,,,,,,,,,5483.1979794,2015021233weS:8AM-8PM,,0,1000920150222005,8
,,2015021233weS:8AM-8PM,2015112331000920150222,2015,5,34,1,12,103,769,1,3,K,5,3.5,0,1,1,1,3,0,0,0,,,1000920150222006,7,1,2,,,,,O,,we,1000920150222,,1000920150222006,2,,,3,S:8AM-8PM,02,ATLANTIC,1151,,,8,1,1,8,2,8,20MAR201511:02,8,,,,,,,,,,,,,,5483.1979794,2015021233weS:8AM-8PM,,0,1000920150222006,8
,,2015021233weS:8AM-8PM,2015112331000920150222,2015,7,12,103,12,103,769,1,3,K,5,3.5,,4,4,1,0,0,0,0,,,1000920150222007,7,1,2,,,,,Y,,we,1000920150222,,1000920150222007,,,,3,S:8AM-8PM,02,PINELLAS,1156,,,8,1,1,8,2,8,20MAR201511:02,8,,,,,,,,,,,,,,5483.1979794,2015021233weS:8AM-8PM,,0,1000920150222007,8
,,2015021233weS:8AM-8PM,2015112331000920150222,2015,7,12,57,12,103,769,1,3,K,5,5,0,11,1,1,4,7,0,0,,,1000920150222008,7,1,1,,,,,Y,,we,1000920150222,,1000920150222008,2,3,0,3,S:8AM-8PM,02,HILLSBOROUGH,1323,,,8,1,1,8,1,1,20MAR201511:02,8,,,,,,,,,,,,,,5483.1979794,2015021233weS:8AM-8PM,,0,1000920150222008,8
,,2015021233weS:8AM-8PM,2015112331000920150222,2015,7,12,57,12,103,769,1,3,K,5,5,0,6,1,1,4,0,0,0,,,1000920150222009,7,1,2,,,,,Y,,we,1000920150222,,1000920150222009,2,,,3,S:8AM-8PM,02,HILLSBOROUGH,1325,,,8,1,1,8,1,8,20MAR201511:02,8,,,,,,,,,,,,,,5483.1979794,2015021233weS:8AM-8PM,,0,1000920150222009,8
,,2015021233weS:8AM-8PM,2015112331000920150222,2015,7,12,57,12,103,769,1,3,K,5,5,0,3,1,1,4,0,0,0,,,1000920150222010,7,1,2,,,,,Y,,we,1000920150222,,1000920150222010,2,,,3,S:8AM-8PM,02,HILLSBOROUGH,1327,,,8,1,1,8,1,8,20MAR201511:02,8,,,,,,,,,,,,,,5483.1979794,2015021233weS:8AM-8PM,,0,1000920150222010,8
,,2015021233weS:8AM-8PM,2015112331000920150222,2015,7,12,57,12,103,769,1,3,K,5,1,,9,0,1,0,0,0,0,,,1000920150222011,7,1,2,,,,,Y,,we,1000920150222,,1000920150222011,,,,3,S:8AM-8PM,02,HILLSBOROUGH,1344,,,8,1,1,8,1,8,20MAR201511:02,8,,,,,,,,,,,,,,5483.1979794,2015021233weS:8AM-8PM,,0,1000920150222011,8
,COMMON SNOOK,2015011223weS:8AM-8PM,2015112231297920150124,2015,7,12,101,12,101,327,1,3,5,5,1.5,,50,8,1,0,0,0,0,,,1297920150124001,7,1,2,,,,,Y,,we,1297920150124,,1297920150124001,,,,2,S:8AM-8PM,01,PASCO,1500,167648,,8,1,1,8,2,8,19FEB201516:56,8,8835010105,,,,,,,,,,,,,1578.3112141,2015011223weS:8AM-8PM,,0,1297920150124001,8
,,2015011223weS:8AM-8PM,2015112231297920150124,2015,7,1,95,12,101,327,1,3,5,5,3,0,1,1,1,3,0,0,0,,,1297920150124002,7,1,2,,,,,O,,we,1297920150124,,1297920150124002,2,,,2,S:8AM-8PM,01,,1610,,,8,1,1,8,1,8,19FEB201516:56,8,,,,,,,,,,,,,,1578.3112141,2015011223weS:8AM-8PM,,0,1297920150124002,8
,,2015011223weS:8AM-8PM,2015112231297920150124,2015,7,12,101,12,101,327,1,3,5,5,1,,6,3,1,0,0,0,0,,,1297920150124003,7,1,2,,,,,Y,,we,1297920150124,,1297920150124003,,,,2,S:8AM-8PM,01,PASCO,1630,,,8,1,1,8,2,8,19FEB201516:56,8,,,,,,,,,,,,,,1578.3112141,2015011223weS:8AM-8PM,,0,1297920150124003,8
,SPOTTED SEATROUT,2015011223weS:8AM-8PM,2015112231297920150124,2015,7,12,101,12,101,327,1,3,5,5,3.5,0,46,1,1,1,1,0,0,,,1297920150124004,7,1,1,,,,,Y,,we,1297920150124,,1297920150124004,2,1,0,2,S:8AM-8PM,01,PASCO,1730,169239,,8,1,1,8,1,1,19FEB201516:56,8,8835440102,,,,,,,,,,,,,6558.9051646,2015011223weS:8AM-8PM,,0,1297920150124004,8
,LADYFISH,2015011223weS:8AM-8PM,2015112231297920150124,2015,7,12,101,12,101,327,5,3,5,5,3,0,60,2,1,0,0,0,0,,,1297920150124005,7,1,2,,,,,Y,,we,1297920150124,,1297920150124005,,,,2,S:8AM-8PM,01,PASCO,1800,161111,,8,1,1,8,2,8,19FEB201516:56,8,8738010101,,,,,,,,,,,,,6558.9051646,2015011223weS:8AM-8PM,,0,1297920150124005,8
,,2015021233wdS:8AM-8PM,2015112331546420150217,2015,0,27,137,12,115,596,1,3,J,5,4,,17,8,1,0,0,0,0,,,1546420150217001,7,1,2,,,,,O,,wd,1546420150217,,1546420150217001,,,,3,S:8AM-8PM,02,,1320,,,8,1,1,8,1,8,20MAR201511:02,8,,,,,,,,,,,,,,11766.598227,2015021233wdS:8AM-8PM,,0,1546420150217001,8
,REQUIEM SHARK GENUS,2015021233wdS:8AM-8PM,2015112331546420150217,2015,7,12,115,12,115,596,1,3,J,5,4,,25,12,1,0,0,0,0,,,1546420150217002,7,1,2,,,,,Y,,wd,1546420150217,,1546420150217002,,,,3,S:8AM-8PM,02,SARASOTA,1436,160267,,8,1,1,8,1,8,20MAR201511:02,8,8708020500,,,,,,,,,,,,,16103.405153,2015021233wdS:8AM-8PM,,0,1546420150217002,8
,,2015021233wdS:8AM-8PM,2015112331546420150217,2015,0,8,41,12,115,596,1,3,J,5,5,0,0,0,1,1,0,0,0,,,1546420150217003,7,1,2,,,,,O,,wd,1546420150217,,1546420150217003,2,,,3,S:8AM-8PM,02,,1450,,,8,1,1,8,2,8,20MAR201511:02,8,,,,,,,,,,,,,,16103.405153,2015021233wdS:8AM-8PM,,0,1546420150217003,8
,,2015021233wdS:8AM-8PM,2015112331546420150217,2015,0,39,97,12,115,596,1,3,J,5,1,0,0,0,1,1,0,0,0,,,1546420150217004,7,1,2,,,,,O,,wd,1546420150217,,1546420150217004,2,,,3,S:8AM-8PM,02,,1456,,,8,1,1,8,2,8,20MAR201511:02,8,,,,,,,,,,,,,,16103.405153,2015021233wdS:8AM-8PM,,0,1546420150217004,8
,,2015021233weS:8AM-8PM,2015112331546620150208,2015,3,53,53,12,81,4071,3,3,K,5,2,,8,8,1,0,0,0,0,,,1546620150208001,7,1,2,,,,,O,,we,1546620150208,,1546620150208001,,,,3,S:8AM-8PM,02,PIERCE,1444,,,8,1,1,8,1,8,20MAR201511:02,8,,,,,,,,,,,,,,7234.848989,2015021233weS:8AM-8PM,,0,1546620150208001,8
,,2015021233weS:8AM-8PM,2015112331546620150208,2015,4,33,13,12,81,4071,3,3,K,5,2,,8,8,1,0,0,0,0,,,1546620150208002,7,1,2,,,,,O,,we,1546620150208,,1546620150208002,,,,3,S:8AM-8PM,02,MERRIMACK,1447,,,8,1,1,8,1,8,20MAR201511:02,8,,,,,,,,,,,,,,7234.848989,2015021233weS:8AM-8PM,,0,1546620150208002,8
,,2015021233weS:8AM-8PM,2015112331546620150208,2015,7,12,81,12,81,4071,3,3,K,5,3,0,0,0,1,1,0,0,0,,,1546620150208003,7,1,2,,,,,Y,,we,1546620150208,,1546620150208003,2,,,3,S:8AM-8PM,02,MANATEE,1515,,,8,1,1,8,1,8,20MAR201511:02,8,,,,,,,,,,,,,,7234.848989,2015021233weS:8AM-8PM,,0,1546620150208003,8
,,2015021233weS:8AM-8PM,2015112331546620150208,2015,7,12,81,12,81,4071,3,3,K,5,3,,0,0,1,0,0,0,0,,,1546620150208004,7,1,2,,,,,Y,,we,1546620150208,,1546620150208004,,,,3,S:8AM-8PM,02,MANATEE,1518,,,8,1,1,8,2,8,20MAR201511:02,8,,,,,,,,,,,,,,7234.848989,2015021233weS:8AM-8PM,,0,1546620150208004,8
,,2015021233weS:8AM-8PM,2015112331546620150208,2015,0,99,998,12,81,4071,3,3,K,5,2,,2,2,1,0,0,0,0,,,1546620150208005,7,1,2,,,,,O,,we,1546620150208,,1546620150208005,,,,3,S:8AM-8PM,02,,1538,,,8,1,8,8,2,8,20MAR201511:02,8,,,,,,,,,,,,,,7234.848989,2015021233weS:8AM-8PM,,0,1546620150208005,8
,,2015021233weS:8AM-8PM,2015112331546620150208,2015,0,99,998,12,81,4071,3,3,K,5,2,,2,2,1,0,0,0,0,,,1546620150208006,7,1,2,,,,,O,,we,1546620150208,,1546620150208006,,,,3,S:8AM-8PM,02,,1541,,,8,1,8,8,2,8,20MAR201511:02,8,,,,,,,,,,,,,,7234.848989,2015021233weS:8AM-8PM,,0,1546620150208006,8
,,2015021233weS:8AM-8PM,2015112331546620150208,2015,7,12,81,12,81,4071,3,3,K,5,3,0,50,10,1,2,3,0,0,,,1546620150208007,7,1,1,,,,,Y,,we,1546620150208,,1546620150208007,2,2,0,3,S:8AM-8PM,02,MANATEE,1551,,,8,1,1,8,1,1,20MAR201511:02,8,,,,,,,,,,,,,,7234.848989,2015021233weS:8AM-8PM,,0,1546620150208007,8
GULF FLOUNDER,FLORIDA POMPANO,2015021233weS:8AM-8PM,2015112331546620150208,2015,7,12,57,12,81,4071,3,3,K,5,5,0,70,4,1,1,0,0,0,,,1546620150208008,7,1,2,,,,,Y,,we,1546620150208,,1546620150208008,2,,,3,S:8AM-8PM,02,HILLSBOROUGH,1619,168708,172736,8,1,1,8,1,8,20MAR201511:02,8,8835280901,8857030302,,,,,,,,,,,,7234.848989,2015021233weS:8AM-8PM,,0,1546620150208008,8
,SHEEPSHEAD,2015011213weS:8AM-8PM,2015112131548920150111,2015,7,12,113,12,33,521,1,3,4,5,4,0,1,1,1,1,0,0,0,,,1548920150111001,7,1,2,,,,,Y,,we,1548920150111,,1548920150111001,2,,,1,S:8AM-8PM,01,SANTA ROSA,1248,169189,,8,1,1,8,1,8,19FEB201516:56,8,8835430301,,,,,,,,,,,,,1681.9098841,2015011213weS:8AM-8PM,,0,1548920150111001,8
,,2015011213weS:8AM-8PM,2015112131548920150125,2015,7,12,33,12,33,969,5,3,4,5,5,0,55,3,1,2,0,0,0,,,1548920150125001,7,1,2,,,,,Y,,we,1548920150125,,1548920150125001,2,,,1,S:8AM-8PM,01,ESCAMBIA,1342,,,8,1,1,8,1,8,19FEB201516:56,8,,,,,,,,,,,,,,12094.717595,2015011213weS:8AM-8PM,,0,1548920150125001,8
,,2015011213weS:8AM-8PM,2015112131548920150125,2015,7,12,113,12,33,969,5,3,4,5,5,0,30,2,1,2,0,0,0,,,1548920150125002,7,1,2,,,,,Y,,we,1548920150125,,1548920150125002,2,,,1,S:8AM-8PM,01,SANTA ROSA,1343,,,8,1,1,8,1,8,19FEB201516:56,8,,,,,,,,,,,,,,12094.717595,2015011213weS:8AM-8PM,,0,1548920150125002,8
,,2015011213weS:8AM-8PM,2015112131548920150125,2015,7,12,113,12,33,969,5,3,4,5,0.5,0,120,0,1,0,0,0,0,,,1548920150125003,7,1,2,,,,,Y,,we,1548920150125,,1548920150125003,,,,1,S:8AM-8PM,01,SANTA ROSA,1346,,,8,1,1,8,1,8,19FEB201516:56,8,,,,,,,,,,,,,,12094.717595,2015011213weS:8AM-8PM,,0,1548920150125003,8
,SPANISH MACKEREL,2015011213weS:8AM-8PM,2015112131548920150125,2015,7,12,33,12,33,704,1,3,4,5,1,,10,0,1,0,0,0,0,,,1548920150125004,7,1,2,,,,,Y,,we,1548920150125,,1548920150125004,,,,1,S:8AM-8PM,01,ESCAMBIA,1450,172436,,8,1,1,8,2,8,19FEB201516:56,8,8850030502,,,,,,,,,,,,,25771.401073,2015011213weS:8AM-8PM,,0,1548920150125004,8
,RED DRUM,2015011213weS:8AM-8PM,2015112131548920150125,2015,7,12,113,12,33,704,1,3,4,5,2,,50,0,1,0,0,0,0,,,1548920150125005,7,1,2,,,,,Y,,we,1548920150125,,1548920150125005,,,,1,S:8AM-8PM,01,SANTA ROSA,1544,169290,,8,1,1,8,1,8,19FEB201516:56,8,8835440901,,,,,,,,,,,,,25771.401073,2015011213weS:8AM-8PM,,0,1548920150125005,8
,,2015011213weS:8AM-8PM,2015112131548920150125,2015,7,12,33,12,33,704,1,3,4,5,1.5,,2,1,1,0,0,0,0,,,1548920150125006,7,1,2,,,,,Y,,we,1548920150125,,1548920150125006,,,,1,S:8AM-8PM,01,ESCAMBIA,1651,,,8,1,1,8,1,8,19FEB201516:56,8,,,,,,,,,,,,,,25771.401073,2015011213weS:8AM-8PM,,0,1548920150125006,8
,,2015021213weS:8AM-8PM,2015112131548920150221,2015,7,12,33,12,33,704,1,3,4,5,1.5,,4,4,1,0,0,0,0,,,1548920150221001,7,1,2,,,,,Y,,we,1548920150221,,1548920150221001,,,,1,S:8AM-8PM,02,ESCAMBIA,1100,,,8,1,1,8,1,8,20MAR201511:02,8,,,,,,,,,,,,,,4758.7361102,2015021213weS:8AM-8PM,,0,1548920150221001,8
,,2015021213weS:8AM-8PM,2015112131548920150221,2015,7,12,113,12,33,704,1,3,4,5,1.5,,1,1,1,0,0,0,0,,,1548920150221002,7,1,2,,,,,Y,,we,1548920150221,,1548920150221002,,,,1,S:8AM-8PM,02,SANTA ROSA,1101,,,8,1,1,8,1,8,20MAR201511:02,8,,,,,,,,,,,,,,4758.7361102,2015021213weS:8AM-8PM,,0,1548920150221002,8
FLORIDA POMPANO,SHEEPSHEAD,2015021213weS:8AM-8PM,2015112131548920150221,2015,0,55,83,12,33,704,1,3,4,5,0.5,,10,3,1,0,0,0,0,,,1548920150221003,7,1,2,,,,,O,,we,1548920150221,,1548920150221003,,,,1,S:8AM-8PM,02,,1207,169189,168708,8,1,1,8,1,8,20MAR201511:02,8,8835430301,8835280901,,,,,,,,,,,,4758.7361102,2015021213weS:8AM-8PM,,0,1548920150221003,8
,SHEEPSHEAD,2015021213weS:8AM-8PM,2015112131548920150221,2015,7,1,53,12,33,704,1,3,4,5,4,,40,0,1,0,0,0,0,,,1548920150221004,7,1,2,,,,,O,,we,1548920150221,,1548920150221004,,,,1,S:8AM-8PM,02,,1225,169189,,8,1,1,8,1,8,20MAR201511:02,8,8835430301,,,,,,,,,,,,,4758.7361102,2015021213weS:8AM-8PM,,0,1548920150221004,8
RED DRUM,SPOTTED SEATROUT,2015021213weS:8AM-8PM,2015112131548920150228,2015,0,39,93,12,33,1578,5,3,2,5,0.5,0,15,1,1,0,0,0,0,,,1548920150228010,7,1,2,,,,,O,,we,1548920150228,,1548920150228010,,,,1,S:8AM-8PM,02,,1313,169239,169290,8,1,1,8,1,8,20MAR201511:02,8,8835440102,8835440901,,,,,,,,,,,,3603.1691107,2015021213weS:8AM-8PM,,0,1548920150228010,8
,,2015011243weS:8AM-8PM,2015112431561520150117,2015,7,12,15,12,15,1797,1,3,4,5,2.5,0,30,3,1,1,0,0,0,,,1561520150117001,7,1,2,,,,,Y,,we,1561520150117,,1561520150117001,2,,,4,S:8AM-8PM,01,CHARLOTTE,1231,,,8,1,1,8,1,8,19FEB201516:56,8,,,,,,,,,,,,,,190.14577629,2015011243weS:8AM-8PM,,0,1561520150117001,8
,,2015011243weS:8AM-8PM,2015112431561520150117,2015,0,20,107,12,15,1797,1,3,4,5,2.5,,1,1,1,0,0,0,0,,,1561520150117002,7,1,2,,,,,O,,we,1561520150117,,1561520150117002,,,,4,S:8AM-8PM,01,,1326,,,8,1,1,8,1,8,19FEB201516:56,8,,,,,,,,,,,,,,190.14577629,2015011243weS:8AM-8PM,,0,1561520150117002,8
,SHEEPSHEAD,2015011243weS:8AM-8PM,2015112431561520150117,2015,7,12,115,12,15,1797,1,3,4,5,4,0,30,1,1,2,0,0,0,,,1561520150117003,7,1,2,,,,,Y,,we,1561520150117,,1561520150117003,2,,,4,S:8AM-8PM,01,SARASOTA,1317,169189,,8,1,1,8,1,8,19FEB201516:56,8,8835430301,,,,,,,,,,,,,190.14577629,2015011243weS:8AM-8PM,,0,1561520150117003,8
GRAY SNAPPER,SHEEPSHEAD,2015011243weS:8AM-8PM,2015112431561520150117,2015,7,12,71,12,15,1797,1,3,4,5,7.5,0,26,2,1,2,4,0,0,,,1561520150117004,7,1,1,,,,,Y,,we,1561520150117,,1561520150117004,2,1,0,4,S:8AM-8PM,01,LEE,1425,169189,168848,8,1,1,8,1,1,19FEB201516:56,8,8835430301,8835360102,,,,,,,,,,,,1444.1040434,2015011243weS:8AM-8PM,,0,1561520150117004,8
GRAY SNAPPER,SHEEPSHEAD,2015011243weS:8AM-8PM,2015112431561520150117,2015,7,12,71,12,15,1797,1,3,4,5,7.5,0,24,2,1,2,0,0,0,,,1561520150117005,7,1,2,,,,,Y,,we,1561520150117,,1561520150117005,2,,,4,S:8AM-8PM,01,LEE,1426,169189,168848,8,1,1,8,2,8,19FEB201516:56,8,8835430301,8835360102,,,,,,,,,,,,1444.1040434,2015011243weS:8AM-8PM,,0,1561520150117005,8
,,2015011243weS:8AM-8PM,2015112431561520150117,2015,7,12,23,12,15,1797,1,3,4,5,9,0,51,7,1,2,0,0,0,,,1561520150117006,7,1,2,,,,,Y,,we,1561520150117,,1561520150117006,2,,,4,S:8AM-8PM,01,COLUMBIA,1605,,,8,1,1,8,1,8,19FEB201516:56,8,,,,,,,,,,,,,,1444.1040434,2015011243weS:8AM-8PM,,0,1561520150117006,8
,,2015011243weS:8AM-8PM,2015112431561520150131,2015,7,12,15,12,15,490,1,3,4,5,2.5,0,104,0,1,2,0,0,0,,,1561520150131001,7,1,2,,,,,Y,,we,1561520150131,,1561520150131001,2,,,4,S:8AM-8PM,01,CHARLOTTE,1428,,,8,1,1,8,2,8,19FEB201516:56,8,,,,,,,,,,,,,,12393.584381,2015011243weS:8AM-8PM,,0,1561520150131001,8
,,2015011243weS:8AM-8PM,2015112431561520150131,2015,7,12,15,12,15,490,1,3,4,5,2,0,5,1,1,1,0,0,0,,,1561520150131002,7,1,2,,,,,Y,,we,1561520150131,,1561520150131002,2,,,4,S:8AM-8PM,01,CHARLOTTE,1431,,,8,1,1,8,1,8,19FEB201516:56,8,,,,,,,,,,,,,,12393.584381,2015011243weS:8AM-8PM,,0,1561520150131002,8
,,2015011243weS:8AM-8PM,2015112431561520150131,2015,7,12,15,12,15,490,1,3,4,5,2,0,5,1,1,1,0,0,0,,,1561520150131003,7,1,2,,,,,Y,,we,1561520150131,,1561520150131003,2,,,4,S:8AM-8PM,01,CHARLOTTE,1432,,,8,1,1,8,2,8,19FEB201516:56,8,,,,,,,,,,,,,,12393.584381,2015011243weS:8AM-8PM,,0,1561520150131003,8
,SPANISH MACKEREL,2015011243weS:8AM-8PM,2015112431561520150131,2015,7,12,15,12,15,490,1,3,4,5,5,0,60,5,1,1,0,0,0,,,1561520150131004,7,1,2,,,,,Y,,we,1561520150131,,1561520150131004,2,,,4,S:8AM-8PM,01,CHARLOTTE,1433,172436,,8,1,1,8,1,8,19FEB201516:56,8,8850030502,,,,,,,,,,,,,12393.584381,2015011243weS:8AM-8PM,,0,1561520150131004,8
,,2015011243weS:8AM-8PM,2015112431561520150131,2015,7,12,81,12,15,490,1,3,4,5,2.5,0,26,4,1,3,0,0,0,,,1561520150131005,7,1,2,,,,,Y,,we,1561520150131,,1561520150131005,2,,,4,S:8AM-8PM,01,MANATEE,1438,,,8,1,1,8,1,8,19FEB201516:56,8,,,,,,,,,,,,,,12393.584381,2015011243weS:8AM-8PM,,0,1561520150131005,8
,,2015011243weS:8AM-8PM,2015112431561520150131,2015,7,12,81,12,15,490,1,3,4,5,2.5,0,26,4,1,3,0,0,0,,,1561520150131006,7,1,2,,,,,Y,,we,1561520150131,,1561520150131006,2,,,4,S:8AM-8PM,01,MANATEE,1439,,,8,1,1,8,1,8,19FEB201516:56,8,,,,,,,,,,,,,,12393.584381,2015011243weS:8AM-8PM,,0,1561520150131006,8
,SHEEPSHEAD,2015011243weS:8AM-8PM,2015112431561520150131,2015,7,12,15,12,15,490,1,3,4,5,3,0,50,6,1,1,1,0,0,,,1561520150131007,7,1,1,,,,,Y,,we,1561520150131,,1561520150131007,2,1,0,4,S:8AM-8PM,01,CHARLOTTE,1541,169189,,8,1,1,8,1,1,19FEB201516:56,8,8835430301,,,,,,,,,,,,,12393.584381,2015011243weS:8AM-8PM,,0,1561520150131007,8
,SHEEPSHEAD,2015011243weS:8AM-8PM,2015112431561520150131,2015,7,12,15,12,15,490,1,3,4,5,3,0,50,10,1,1,1,0,0,,,1561520150131008,7,1,1,,,,,Y,,we,1561520150131,,1561520150131008,2,1,0,4,S:8AM-8PM,01,CHARLOTTE,1542,169189,,8,1,1,8,1,1,19FEB201516:56,8,8835430301,,,,,,,,,,,,,12393.584381,2015011243weS:8AM-8PM,,0,1561520150131008,8
,,2015011243weS:8AM-8PM,2015112431561520150131,2015,7,12,15,12,15,490,1,3,4,5,3.5,,5,1,1,0,0,0,0,,,1561520150131009,7,1,2,,,,,Y,,we,1561520150131,,1561520150131009,,,,4,S:8AM-8PM,01,CHARLOTTE,1629,,,8,1,1,8,2,8,19FEB201516:56,8,,,,,,,,,,,,,,12393.584381,2015011243weS:8AM-8PM,,0,1561520150131009,8
,SHEEPSHEAD,2015021243wdS:8AM-8PM,2015112431561520150204,2015,0,55,131,12,71,4016,5,3,4,5,0.5,2,19,6,1,0,0,0,0,,,1561520150204001,7,1,2,,,,,O,,wd,1561520150204,,1561520150204001,,,,4,S:8AM-8PM,02,,1630,169189,,8,1,1,8,1,8,20MAR201511:02,8,8835430301,,,,,,,,,,,,,10265.431022,2015021243wdS:8AM-8PM,,0,1561520150204001,8
,,2015011243wdS:8AM-8PM,2015112431564620150127,2015,0,17,43,12,71,935,1,3,3,5,1,0,7,7,1,3,0,0,0,,,1564620150127001,7,1,2,,,,,O,,wd,1564620150127,,1564620150127001,2,,,4,S:8AM-8PM,01,,1444,,,8,1,1,8,2,8,19FEB201516:56,8,,,,,,,,,,,,,,14634.899983,2015011243wdS:8AM-8PM,,0,1564620150127001,8
,,2015011243wdS:8AM-8PM,2015112431564620150127,2015,7,12,71,12,71,935,1,3,3,5,1.5,0,30,30,1,1,0,0,0,,,1564620150127002,7,1,2,,,,,Y,,wd,1564620150127,,1564620150127002,2,,,4,S:8AM-8PM,01,LEE,1530,,,8,1,1,8,2,8,19FEB201516:56,8,,,,,,,,,,,,,,14634.899983,2015011243wdS:8AM-8PM,,0,1564620150127002,8
,,2015011243wdS:8AM-8PM,2015112431564620150127,2015,5,36,29,12,71,935,1,3,3,5,0.5,0,1,1,1,1,0,0,0,,,1564620150127003,7,1,2,,,,,O,,wd,1564620150127,,1564620150127003,2,,,4,S:8AM-8PM,01,,1536,,,8,1,1,8,1,8,19FEB201516:56,8,,,,,,,,,,,,,,14634.899983,2015011243wdS:8AM-8PM,,0,1564620150127003,8
