prim2_common,prim1_common,strat_id,psu_id,ADD_HRS,AREA,AREA_X,BOAT_HRS,CATCH,CNTRBTRS,CNTY,CNTY_RES,COASTAL,FFDAYS2,FFDAYS12,FIRST,HRSF,ID_CODE,INTSITE,MODE_F,MODE_FX,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,ON_LIST,PARTY,REG_RES,ST,ST_RES,SUB_REG,TELEFON,WAVE,YEAR,ASG_CODE,month,kod,MODE_ASG,new_list,PRT_CODE,CELLTYPE,fshinsp_a,num_fish_a,fl_reg,ADD_PH,AREA_NC,COUNTY,DATE1,DIST,F_BY_P,GEAR,MODE2001,MUNI_RES,MUNI_TRP,PRIM1,PRIM2,PVT_RES,RIG,SEP_FISH,TIME,ZIP,TOURN,TURTLE,AGE,wp_int,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER
,,199017128301we,100091990012857614,,1,3,,2,1,57,57,Y,8,52,,4,1000919900128018,614,1,3,0,0,0,,,,7,12,12,7,1,1,1990,1000919900128,01,we,,,1000919900128018,,,,8,1,,Hillsborough,08AUG91:08:36,3,8,1,,,,0,0,1,88,8,1813,99998,8,,36,8757.4488907,199017128301we,,0,1000919900128018
,GRAY SNAPPER,199017128302we,115771990021087163,0,1,3,,2,1,87,115,O,26,26,,4,1157719900210001,163,3,3,2,0,0,,,,,12,26,7,1,1,1990,1157719900210,02,we,,,1157719900210001,1,,,8,1,,,08AUG91:08:36,3,8,1,,,,8835360102,0,1,88,8,1317,48166,8,8,62,19336.415742,199017128302we,,0,1157719900210001
,SHEEPSHEAD,199017128301we,100091990012857614,0,1,3,,3,0,57,57,Y,62,365,,5.5,1000919900128017,614,1,3,1,0,1,,,,7,12,12,7,1,1,1990,1000919900128,01,we,,,1000919900128016,1,,,8,9,,Hillsborough,08AUG91:08:36,3,8,1,,,,8835430301,0,1,88,8,1755,33616,8,,60,8757.4488907,199017128301we,,0,1000919900128016
,SHEEPSHEAD,199017128301we,100091990012857614,0,1,3,,1,4,57,57,Y,62,365,,5.5,1000919900128016,614,1,3,1,14,0,,,,7,12,12,7,1,1,1990,1000919900128,01,we,,,1000919900128016,1,14,0,8,1,,Hillsborough,08AUG91:08:36,3,2,1,,,,8835430301,0,1,88,2,1750,33611,8,,17,8757.4488907,199017128301we,,0,1000919900128016
,SPOTTED SEATROUT,199017128301we,100091990012857614,,1,3,,2,1,57,57,Y,24,156,,0.5,1000919900128015,614,1,3,0,0,0,,,,7,12,12,7,1,1,1990,1000919900128,01,we,,,1000919900128015,,,,8,1,,Hillsborough,08AUG91:08:36,3,8,1,,,,8835440102,0,1,88,8,1744,33611,8,,19,8757.4488907,199017128301we,,0,1000919900128015
,SPOTTED SEATROUT,199017128301we,100091990012857614,,1,3,,2,1,57,57,Y,24,156,,0.5,1000919900128014,614,1,3,0,0,0,,,,7,12,12,7,1,1,1990,1000919900128,01,we,,,1000919900128014,,,,8,1,,Hillsborough,08AUG91:08:36,3,8,1,,,,8835440102,0,1,88,8,1739,33611,8,,19,8757.4488907,199017128301we,,0,1000919900128014
,,199017128301we,100091990012857614,,1,3,,2,1,57,57,Y,13,13,,1,1000919900128013,614,1,3,0,0,0,,,,7,12,12,7,1,1,1990,1000919900128,01,we,,,1000919900128013,,,,8,1,,Hillsborough,08AUG91:08:36,3,8,1,,,,0,0,1,88,8,1727,33611,8,,24,8757.4488907,199017128301we,,0,1000919900128013
,,199017128301we,100091990012857614,,1,3,,2,1,57,57,Y,12,12,,1,1000919900128012,614,1,3,0,0,0,,,,7,12,12,7,1,1,1990,1000919900128,01,we,,,1000919900128012,,,,8,1,,Hillsborough,08AUG91:08:36,3,8,1,,,,0,0,1,88,8,1723,33611,8,,31,8757.4488907,199017128301we,,0,1000919900128012
,,199017128301we,100091990012857614,,1,3,,2,1,57,57,Y,0,3,,3,1000919900128011,614,1,3,0,0,0,,,,7,12,12,7,1,1,1990,1000919900128,01,we,,,1000919900128011,,,,8,1,,Hillsborough,08AUG91:08:36,3,8,1,,,,0,0,1,88,8,1715,33624,8,,32,8757.4488907,199017128301we,,0,1000919900128011
,,199017128301we,100091990012857614,,1,3,,2,1,57,57,Y,0,3,,3,1000919900128010,614,1,3,0,0,0,,,,7,12,12,7,1,1,1990,1000919900128,01,we,,,1000919900128010,,,,8,1,,Hillsborough,08AUG91:08:36,3,8,1,,,,0,0,1,88,8,1713,33624,8,,31,8757.4488907,199017128301we,,0,1000919900128010
,,199017128301we,100091990012857614,,1,3,,2,1,57,57,Y,5,20,,3,1000919900128009,614,1,3,0,0,0,,,,7,12,12,7,1,1,1990,1000919900128,01,we,,,1000919900128009,,,,8,1,,Hillsborough,08AUG91:08:36,3,8,1,,,,0,0,1,88,8,1708,33510,8,,39,8757.4488907,199017128301we,,0,1000919900128009
,,199017128301we,100091990012857614,,1,3,,2,1,57,57,Y,5,20,,3,1000919900128008,614,1,3,0,0,0,,,,7,12,12,7,1,1,1990,1000919900128,01,we,,,1000919900128008,,,,8,1,,Hillsborough,08AUG91:08:36,3,8,1,,,,0,0,1,88,8,1705,33510,8,,44,8757.4488907,199017128301we,,0,1000919900128008
,,199017128301we,100091990012857614,,1,3,,2,1,57,57,Y,1,1,,2,1000919900128007,614,1,3,0,0,0,,,,7,12,12,7,1,1,1990,1000919900128,01,we,,,1000919900128007,,,,8,1,,Hillsborough,08AUG91:08:36,3,8,1,,,,0,0,1,88,8,1620,33617,8,,27,8757.4488907,199017128301we,,0,1000919900128007
,,199017128301we,100091990012857614,,1,3,,2,1,57,57,Y,1,1,,2,1000919900128006,614,1,3,0,0,0,,,,7,12,12,7,1,1,1990,1000919900128,01,we,,,1000919900128006,,,,8,1,,Hillsborough,08AUG91:08:36,3,8,1,,,,0,0,1,88,8,1615,33617,8,,27,8757.4488907,199017128301we,,0,1000919900128006
,,199017128302we,115771990021787330,0,1,3,,1,1,87,998,O,1,1,,2,1157719900217005,330,3,3,0,3,0,,,,,12,99,7,1,1,1990,1157719900217,02,we,,,1157719900217005,1,3,0,8,1,,,08AUG91:08:36,3,1,1,,,,0,0,1,88,8,1439,99998,8,8,30,19336.415742,199017128302we,,0,1157719900217005
,,199017128302wd,115791990022287954,0,1,3,,2,1,87,15,O,12,12,,1.5,1157919900222003,954,1,3,2,0,0,,,,5,12,24,7,1,1,1990,1157919900222,02,wd,,,1157919900222003,1,,,8,1,,Cecil,08AUG91:08:36,3,8,1,,,,0,0,1,88,8,1450,21602,8,8,62,21120.753114,199017128302wd,,0,1157919900222003
,,199017128302wd,115791990022287954,0,1,3,,2,1,87,71,O,0,0,,3,1157919900222007,954,3,3,2,0,0,,,,5,12,36,7,1,1,1990,1157919900222,02,wd,,,1157919900222007,1,,,8,1,,,08AUG91:08:36,3,8,1,,,,0,0,1,88,8,1830,10940,8,8,46,21120.753114,199017128302wd,,0,1157919900222007
,,199017128301we,100091990012857614,,1,3,,2,1,57,281,O,0,0,,2,1000919900128005,614,1,3,0,0,0,,,,6,12,13,7,1,1,1990,1000919900128,01,we,,,1000919900128005,,,,8,1,,,08AUG91:08:36,3,8,1,,,,0,0,1,88,8,1610,30582,8,,74,7672.6086303,199017128301we,,0,1000919900128005
,,199017128301we,100091990012857614,,1,3,,2,1,57,57,Y,0,0,,2,1000919900128004,614,1,3,0,0,0,,,,7,12,12,7,1,1,1990,1000919900128,01,we,,,1000919900128004,,,,8,1,,Hillsborough,08AUG91:08:36,3,8,1,,,,0,0,1,88,8,1605,33609,8,,34,8757.4488907,199017128301we,,0,1000919900128004
,,199017128301we,100091990012857614,,1,3,,2,1,57,57,Y,1,20,,1,1000919900128002,614,1,3,0,0,0,,,,7,12,12,7,1,1,1990,1000919900128,01,we,,,1000919900128002,,,,8,1,,Hillsborough,08AUG91:08:36,3,8,1,,,,0,0,1,88,8,1600,33618,8,,36,8757.4488907,199017128301we,,0,1000919900128002
,,199017128301we,100091990012857614,,1,3,,2,1,57,57,Y,1,20,,1,1000919900128001,614,1,3,0,0,0,,,,7,12,12,7,1,1,1990,1000919900128,01,we,,,1000919900128001,,,,8,1,,Hillsborough,08AUG91:08:36,3,8,1,,,,0,0,1,88,8,1530,33618,8,,31,8757.4488907,199017128301we,,0,1000919900128001
,,199017128301we,1000919900127115604,0,1,3,,2,1,115,115,Y,60,180,,1.5,1000919900127023,604,2,3,3,0,0,,,,7,12,12,7,1,1,1990,1000919900127,01,we,,,1000919900127023,1,,,8,1,,Sarasota,08AUG91:08:36,3,8,1,,,,0,0,1,88,8,1756,34212,8,,26,8757.4488907,199017128301we,,0,1000919900127023
,,199017128301we,1000919900127115604,,1,3,,2,1,115,103,Y,1,1,,2,1000919900127022,604,2,3,0,0,0,,,,7,12,12,7,1,1,1990,1000919900127,01,we,,,1000919900127022,,,,8,1,,Pinellas,08AUG91:08:36,3,8,1,,,,0,0,1,88,8,1740,99998,8,,64,8757.4488907,199017128301we,,0,1000919900127022
,,199017128301we,1000919900127115604,0,1,3,,2,1,115,103,Y,1,1,,2,1000919900127021,604,2,3,1,0,0,,,,7,12,12,7,1,1,1990,1000919900127,01,we,,,1000919900127021,1,,,8,1,,Pinellas,21AUG91:15:41,3,8,1,,,,0,0,1,88,8,1735,99998,8,,60,8757.4488907,199017128301we,,0,1000919900127021
,,199017128301we,1000919900127115604,0,1,3,,1,1,115,105,Y,2,12,,2.5,1000919900127020,604,2,3,1,1,0,,,,7,12,12,7,1,1,1990,1000919900127,01,we,,,1000919900127020,1,,,8,1,,Polk,08AUG91:08:36,3,1,1,,,,0,0,1,88,8,1655,33830,8,,28,8757.4488907,199017128301we,,0,1000919900127020
,,199017128302wd,115831990021221265,,1,3,,2,1,21,115,Y,1,1,,5,1158319900212002,265,5,3,0,0,0,,,,7,12,12,7,1,1,1990,1158319900212,02,wd,,,1158319900212002,,,,8,1,,Sarasota,08AUG91:08:36,3,8,1,,,,0,0,1,88,8,1421,33581,8,8,99,26051.331209,199017128302wd,,0,1158319900212002
,,199017128301we,1000919900127115604,0,1,3,,2,1,115,105,Y,2,24,,2.5,1000919900127019,604,2,3,3,0,0,,,,7,12,12,7,1,1,1990,1000919900127,01,we,,,1000919900127019,1,,,8,1,,Polk,21AUG91:15:41,3,8,1,,,,0,0,1,88,8,1647,33830,8,,33,8757.4488907,199017128301we,,0,1000919900127019
SHEEPSHEAD,BLACK DRUM,199017128301we,1000919900127115604,,1,3,,2,1,115,115,Y,32,100,,1,1000919900127016,604,2,3,0,0,0,,,,7,12,12,7,1,1,1990,1000919900127,01,we,,,1000919900127016,,,,8,1,,Sarasota,08AUG91:08:36,3,8,1,,,,8835440801,8835430301,1,88,8,1628,34275,8,,63,8757.4488907,199017128301we,,0,1000919900127016
,,199017128302wd,115831990022171245,0,1,3,,2,1,71,71,Y,5,16,,4,1158319900221001,245,3,3,2,0,0,,,,7,12,12,7,1,1,1990,1158319900221,02,wd,,,1158319900221001,1,,,8,1,,Lee,08AUG91:08:36,3,8,1,,,,0,0,1,88,8,1436,33957,8,8,99,26051.331209,199017128302wd,,0,1158319900221001
,,199017128301we,1000919900127115604,0,1,3,,2,1,115,11,O,30,180,,1.5,1000919900127015,604,2,3,1,0,0,,,,4,12,9,7,1,1,1990,1000919900127,01,we,,,1000919900127015,1,,,8,1,,New London,21AUG91:15:40,3,8,1,,,,0,0,1,88,8,1620,06355,8,,65,7672.6086303,199017128301we,,0,1000919900127015
,,199017128301we,1000919900127115604,,1,3,,2,1,115,95,O,0,0,,2.5,1000919900127018,604,2,3,0,0,0,,,,6,12,12,7,1,1,1990,1000919900127,01,we,,,1000919900127018,,,,8,9,,Orange,08AUG91:08:36,3,8,1,,,,0,0,1,88,8,1645,99998,8,,25,7672.6086303,199017128301we,,0,1000919900127018
,,199017128301we,1000919900127115604,0,1,3,,1,1,115,9,O,60,90,,2,1000919900127014,604,2,3,0,1,0,,,,4,12,9,7,1,1,1990,1000919900127,01,we,,,1000919900127014,1,1,0,8,1,,New Haven,21AUG91:15:40,3,1,1,,,,0,0,1,88,8,1615,06437,8,,71,7672.6086303,199017128301we,,0,1000919900127014
,,199017128301we,1000919900127115604,0,1,3,,2,1,115,33,Y,0,0,,2.5,1000919900127017,604,2,3,3,0,0,,,,7,12,12,7,1,1,1990,1000919900127,01,we,,,1000919900127017,1,,,8,9,,Escambia,21AUG91:15:41,3,8,1,,,,0,0,1,88,8,1641,99998,8,,32,8757.4488907,199017128301we,,0,1000919900127017
,PINFISH,199017128301we,1000919900127115604,0,1,3,,2,1,115,29,O,60,90,,3.5,1000919900127013,604,2,3,3,0,0,,,,5,12,36,7,1,1,1990,1000919900127,01,we,,,1000919900127013,1,,,8,1,,,08AUG91:08:36,3,8,1,,,,8835430201,0,1,88,8,1610,14150,8,,70,7672.6086303,199017128301we,,0,1000919900127013
,SHEEPSHEAD,199017128301we,1000919900127115604,0,1,3,,2,1,115,115,Y,60,100,,3,1000919900127012,604,2,3,1,0,0,,,,7,12,12,7,1,1,1990,1000919900127,01,we,,,1000919900127012,1,,,8,1,,Sarasota,08AUG91:08:36,3,8,1,,,,8835430301,0,1,88,8,1350,34238,8,,23,8757.4488907,199017128301we,,0,1000919900127012
,,199017128302wd,115831990022321934,0,1,3,,2,1,21,21,Y,3,5,,2.5,1158319900223002,934,2,3,1,0,0,,,,7,12,12,7,1,1,1990,1158319900223,02,wd,,,1158319900223002,1,,,8,1,,Collier,08AUG91:08:36,3,8,1,,,,0,0,1,88,8,1840,33962,8,8,74,26051.331209,199017128302wd,,0,1158319900223002
,,199017128301we,1000919900127115604,0,1,3,,2,1,115,163,O,2,2,,2,1000919900127011,604,2,3,1,0,0,,,,,12,26,7,1,1,1990,1000919900127,01,we,,,1000919900127011,1,,,8,1,,,08AUG91:08:36,3,8,1,,,,0,0,1,88,8,1520,48098,8,,65,7672.6086303,199017128301we,,0,1000919900127011
,,199017128301we,1000919900127115604,0,1,3,,2,1,115,115,Y,24,156,,2,1000919900127008,604,2,3,2,0,0,,,,7,12,12,7,1,1,1990,1000919900127,01,we,,,1000919900127008,1,,,8,9,,Sarasota,08AUG91:08:36,3,8,1,,,,0,0,1,88,8,1445,99998,8,,27,8757.4488907,199017128301we,,0,1000919900127008
,,199017128301we,1000919900127115604,0,1,3,,2,1,115,25,O,40,60,,5,1000919900127003,604,2,3,2,0,0,,,,,12,39,7,1,1,1990,1000919900127,01,we,,,1000919900127003,1,,,8,1,,,08AUG91:08:36,3,8,1,,,,0,0,1,88,8,1210,45245,8,,67,7672.6086303,199017128301we,,0,1000919900127003
,,199017128301we,1000919900127115604,0,1,3,,1,1,115,25,O,3,3,,5,1000919900127001,604,2,3,2,2,0,,,,,12,39,7,1,1,1990,1000919900127,01,we,,,1000919900127001,1,,,8,1,,,08AUG91:08:36,3,1,1,,,,0,0,1,88,8,1200,45157,8,,63,7672.6086303,199017128301we,,0,1000919900127001
,SHEEPSHEAD,199017128301we,1000919900127115604,,1,3,,2,1,115,115,Y,8,48,,0.5,1000919900127006,604,2,3,0,0,0,,,,7,12,12,7,1,1,1990,1000919900127,01,we,,,1000919900127006,,,,8,1,,Sarasota,21AUG91:15:41,3,8,1,,,,8835430301,0,1,88,8,1330,34231,8,,39,8757.4488907,199017128301we,,0,1000919900127006
,,199017128301we,1000919900127115604,,1,3,,2,1,115,17,O,3,3,,1.5,1000919900127007,604,2,3,0,0,0,,,,5,12,42,7,1,1,1990,1000919900127,01,we,,,1000919900127007,,,,8,1,,,08AUG91:08:36,3,8,1,,,,0,0,1,88,8,1400,19067,8,,23,7672.6086303,199017128301we,,0,1000919900127007
,,199017128301we,1000919900127115604,,1,3,,2,1,115,25,O,3,3,,5,1000919900127004,604,2,3,0,0,0,,,,,12,39,7,1,1,1990,1000919900127,01,we,,,1000919900127004,,,,8,1,,,08AUG91:08:36,3,8,1,,,,0,0,1,88,8,1215,45157,8,,46,7672.6086303,199017128301we,,0,1000919900127004
,,199017128301we,1000919900127115604,0,1,3,,2,1,115,115,Y,0,3,,1.5,1000919900127009,604,2,3,1,0,0,,,,7,12,12,7,1,1,1990,1000919900127,01,we,,,1000919900127009,1,,,8,1,,Sarasota,08AUG91:08:36,3,8,1,,,,0,0,1,88,8,1455,34285,8,,43,8757.4488907,199017128301we,,0,1000919900127009
,,199017128301we,1000919900127115604,,1,3,,2,1,115,115,Y,0,3,,1.5,1000919900127010,604,2,3,0,0,0,,,,7,12,12,7,1,1,1990,1000919900127,01,we,,,1000919900127010,,,,8,1,,Sarasota,08AUG91:08:36,3,8,1,,,,0,0,1,88,8,1500,34285,8,,99,8757.4488907,199017128301we,,0,1000919900127010
,,199017128301we,1000919900127115604,0,1,3,,1,1,115,25,O,40,60,,5,1000919900127002,604,2,3,1,1,0,,,,,12,39,7,1,1,1990,1000919900127,01,we,,,1000919900127002,1,,,8,1,,,08AUG91:08:36,3,1,1,,,,0,0,1,88,8,1205,45245,8,,65,7672.6086303,199017128301we,,0,1000919900127002
,,199017128302we,1000919900224103770,0,J,5,,2,1,103,103,Y,0,5,,3.5,1000919900224013,770,1,3,1,0,0,,,,7,12,12,7,1,1,1990,1000919900224,02,we,,,1000919900224013,2,,,8,1,,Pinellas,08AUG91:08:36,8,8,1,,,,0,0,1,88,8,2130,34666,8,8,25,7000.1772729,199017128302we,,0,1000919900224013
,SPANISH MACKEREL,199017128302we,1000919900224103770,,J,5,,2,1,103,57,Y,16,80,,1,1000919900224012,770,1,3,0,0,0,,,,7,12,12,7,1,1,1990,1000919900224,02,we,,,1000919900224012,,,,8,1,,Hillsborough,08AUG91:08:36,8,8,1,,,,8850030502,0,1,88,8,2030,33584,8,8,30,7000.1772729,199017128302we,,0,1000919900224012
,SPANISH MACKEREL,199017128302we,1000919900224103770,,J,5,,2,1,103,57,Y,16,80,,1,1000919900224011,770,1,3,0,0,0,,,,7,12,12,7,1,1,1990,1000919900224,02,we,,,1000919900224011,,,,8,1,,Hillsborough,08AUG91:08:36,8,8,1,,,,8850030502,0,1,88,8,2000,33584,8,8,32,7000.1772729,199017128302we,,0,1000919900224011
,,199017128302we,1000919900224103770,,J,5,,2,1,103,103,Y,0,6,,3.5,1000919900224014,770,1,3,0,0,0,,,,7,12,12,7,1,1,1990,1000919900224,02,we,,,1000919900224014,,,,8,1,,Pinellas,08AUG91:08:36,8,8,1,,,,0,0,1,88,8,2140,34475,8,8,30,7000.1772729,199017128302we,,0,1000919900224014
,,199017128302we,1000919900224103770,0,J,5,,3,0,103,101,Y,4,26,,7.5,1000919900224010,770,1,3,1,0,1,,,,7,12,12,7,1,1,1990,1000919900224,02,we,,,1000919900224007,2,,,8,1,,Pasco,08AUG91:08:36,8,8,1,,,,0,0,1,88,8,1955,34691,8,8,9,7000.1772729,199017128302we,,0,1000919900224007
,,199017128302we,1000919900224103770,0,J,5,,3,0,103,101,Y,8,52,,7.5,1000919900224009,770,1,3,1,0,1,,,,7,12,12,7,1,1,1990,1000919900224,02,we,,,1000919900224007,2,0,3,8,1,,Pasco,08AUG91:08:36,8,8,1,,,,0,0,1,88,8,1950,34091,8,8,43,7000.1772729,199017128302we,,0,1000919900224007
,UNIDENTIFIED (SHARKS),199017128302we,1000919900224103770,0,J,5,,3,0,103,101,Y,8,52,,7.5,1000919900224008,770,1,3,1,0,1,,,,7,12,12,7,1,1,1990,1000919900224,02,we,,,1000919900224007,2,0,3,8,1,,Pasco,08AUG91:08:36,8,8,1,,,,1000000002,0,1,88,8,1945,34691,8,8,38,7000.1772729,199017128302we,,0,1000919900224007
,,199017128302we,1000919900224103770,0,J,5,,1,4,103,101,Y,8,52,,7.5,1000919900224007,770,1,3,3,11,0,,,,7,12,12,7,1,1,1990,1000919900224,02,we,,,1000919900224007,2,10,3,8,1,,Pasco,21AUG91:15:41,8,2,1,,,,0,0,1,88,2,1940,34691,8,8,37,7000.1772729,199017128302we,,0,1000919900224007
,,199017128302we,1000919900224103770,,J,5,,2,1,103,105,Y,0,0,,1.5,1000919900224006,770,1,3,0,0,0,,,,7,12,12,7,1,1,1990,1000919900224,02,we,,,1000919900224006,,,,8,1,,Polk,08AUG91:08:36,8,8,1,,,,0,0,1,88,8,1920,33813,8,8,10,7000.1772729,199017128302we,,0,1000919900224006
,,199017128302we,1000919900224103770,,J,5,,2,1,103,105,Y,1,20,,1.5,1000919900224005,770,1,3,0,0,0,,,,7,12,12,7,1,1,1990,1000919900224,02,we,,,1000919900224005,,,,8,1,,Polk,08AUG91:08:36,8,8,1,,,,0,0,1,88,8,1915,33813,8,8,10,7000.1772729,199017128302we,,0,1000919900224005
,,199017128302we,1000919900224103770,0,J,5,,1,1,103,105,Y,1,20,,1.5,1000919900224004,770,1,3,2,2,0,,,,7,12,12,7,1,1,1990,1000919900224,02,we,,,1000919900224004,2,,,8,1,,Polk,08AUG91:08:36,8,1,1,,,,0,0,1,88,8,1908,33813,8,8,32,7000.1772729,199017128302we,,0,1000919900224004
,,199017128302we,1000919900224103770,0,J,5,,1,1,103,103,Y,1,1,,1,1000919900224003,770,1,3,1,1,0,,,,7,12,12,7,1,1,1990,1000919900224,02,we,,,1000919900224003,2,,,8,1,,Pinellas,08AUG91:08:36,8,1,1,,,,0,0,1,88,8,1855,33712,8,8,31,7000.1772729,199017128302we,,0,1000919900224003
,,199017128302wd,115861990022815159,,4,5,,3,0,15,15,O,45,45,,7,1158619900228012,159,1,3,0,0,1,,,,,12,39,7,1,1,1990,1158619900228,02,wd,,,1158619900228011,,,,8,1,,,08AUG91:08:36,8,8,1,,,,0,0,1,88,8,1725,45167,8,8,65,12037.262882,199017128302wd,,0,1158619900228011
,,199017128302wd,115861990022815159,0,4,5,,1,2,15,15,O,36,36,,7,1158619900228011,159,1,3,0,18,0,,,,,12,39,7,1,1,1990,1158619900228,02,wd,,,1158619900228011,2,21,0,8,1,,,08AUG91:08:36,8,2,1,,,,0,0,1,88,2,1702,45167,8,8,63,12037.262882,199017128302wd,,0,1158619900228011
,,199017128302wd,115861990022815159,0,4,5,,2,1,15,111,O,16,16,,3,1158619900228009,159,1,3,2,0,0,,,,,12,19,7,1,1,1990,1158619900228,02,wd,,,1158619900228009,2,,,8,1,,,08AUG91:08:36,8,8,1,,,,0,0,1,88,8,1617,52632,8,8,68,12037.262882,199017128302wd,,0,1158619900228009
,,199017128302wd,115861990022815159,0,4,5,,2,1,15,111,O,16,16,,3,1158619900228008,159,1,3,1,0,0,,,,,12,19,7,1,1,1990,1158619900228,02,wd,,,1158619900228008,2,,,8,1,,,08AUG91:08:36,8,8,1,,,,0,0,1,88,8,1613,52632,8,8,66,12037.262882,199017128302wd,,0,1158619900228008
,,199017128302wd,115861990022815159,0,4,5,,1,1,15,103,O,14,21,,2,1158619900228007,159,1,3,0,2,0,,,,5,12,36,7,1,1,1990,1158619900228,02,wd,,,1158619900228007,2,6,0,8,1,,Suffolk,08AUG91:08:36,8,1,1,,,,0,0,1,88,8,1601,11704,8,8,75,12037.262882,199017128302wd,,0,1158619900228007
,,199017128302wd,115861990022815159,0,4,5,,1,1,15,115,Y,10,50,,2.5,1158619900228005,159,1,3,0,5,0,,,,7,12,12,7,1,1,1990,1158619900228,02,wd,,,1158619900228005,2,1,0,8,1,,Sarasota,08AUG91:08:36,8,1,1,,,,0,0,1,88,8,1531,34223,8,8,76,13739.227367,199017128302wd,,0,1158619900228005
,STRIPED MULLET,199017128302wd,115861990022815159,0,4,5,,1,2,15,15,Y,0,0,,2,1158619900228004,159,1,3,0,6,0,,,,7,12,12,7,1,1,1990,1158619900228,02,wd,,,1158619900228004,2,15,0,8,1,,Charlotte,08AUG91:08:36,8,2,3,,,,8836010101,0,1,88,2,1525,34224,8,8,19,13739.227367,199017128302wd,,0,1158619900228004
,,199017128302wd,115861990022815159,0,4,5,,1,2,15,29,O,5,10,,4,1158619900228003,159,1,3,0,1,0,,,,5,12,34,7,1,1,1990,1158619900228,02,wd,,,1158619900228003,2,6,0,8,1,,Ocean,08AUG91:08:36,8,2,1,,,,0,0,1,88,2,1512,08050,8,8,65,12037.262882,199017128302wd,,0,1158619900228003
,,199017128302wd,115861990022815159,0,4,5,,2,1,15,3,O,0,0,,3,1158619900228001,159,1,3,1,0,0,,,,5,12,42,7,1,1,1990,1158619900228,02,wd,,,1158619900228001,2,,,8,1,,,08AUG91:08:36,8,8,1,,,,0,0,1,88,8,1500,15108,8,8,39,12037.262882,199017128302wd,,0,1158619900228001
,,199017128302we,115861990022515986,,3,5,,2,1,15,15,Y,4,25,,5,1158619900225017,986,1,3,0,0,0,,,,7,12,12,7,1,1,1990,1158619900225,02,we,,,1158619900225017,,,,8,1,,Charlotte,08AUG91:08:36,8,8,1,,,,0,0,1,88,8,1748,33987,8,8,63,8299.0780502,199017128302we,,0,1158619900225017
,,199017128302we,115861990022515986,,3,5,,2,1,15,15,Y,6,6,,4,1158619900225016,986,3,3,0,0,0,,,,7,12,12,7,1,1,1990,1158619900225,02,we,,,1158619900225016,,,,8,1,,Charlotte,08AUG91:08:36,8,8,1,,,,0,0,1,88,8,1740,33983,8,8,63,8299.0780502,199017128302we,,0,1158619900225016
,,199017128302we,115861990022515986,0,3,5,,1,1,15,15,Y,8,50,,6,1158619900225014,986,1,3,0,3,0,,,,7,12,12,7,2,1,1990,1158619900225,02,we,,,1158619900225014,2,2,0,8,9,,Charlotte,08AUG91:08:36,8,2,1,,,,0,0,1,88,1,1731,33807,8,8,47,8299.0780502,199017128302we,,0,1158619900225014
,,199017128302we,115861990022515986,0,3,5,,2,1,15,15,Y,0,0,,2,1158619900225012,986,1,3,1,0,0,,,,7,12,12,7,1,1,1990,1158619900225,02,we,,,1158619900225012,2,,,8,1,,Charlotte,08AUG91:08:36,8,8,1,,,,0,0,1,88,8,1602,34224,8,8,73,8299.0780502,199017128302we,,0,1158619900225012
,,199017128302we,115861990022515986,,3,5,,2,1,15,15,Y,0,30,,3,1158619900225011,986,4,3,0,0,0,,,,7,12,12,7,1,1,1990,1158619900225,02,we,,,1158619900225011,,,,8,1,,Charlotte,08AUG91:08:36,8,8,1,,,,0,0,1,88,8,1657,99998,8,8,64,8299.0780502,199017128302we,,0,1158619900225011
,,199017128302we,115861990022515986,,3,5,,2,1,15,15,Y,0,30,,3,1158619900225010,986,4,3,0,0,0,,,,7,12,12,7,1,1,1990,1158619900225,02,we,,,1158619900225010,,,,8,1,,Charlotte,08AUG91:08:36,8,8,1,,,,0,0,1,88,8,1654,99998,8,8,62,8299.0780502,199017128302we,,0,1158619900225010
,,199017128302we,115861990022515986,0,3,5,,2,1,15,115,Y,24,50,,3,1158619900225008,986,4,3,1,0,0,,,,7,12,12,7,2,1,1990,1158619900225,02,we,,,1158619900225008,2,,,8,9,,Sarasota,08AUG91:08:36,8,8,1,,,,0,0,1,88,8,1612,34292,8,8,59,8299.0780502,199017128302we,,0,1158619900225008
,,199017128302we,115861990022515986,,3,5,,2,1,15,73,O,1,1,,5,1158619900225007,986,4,3,0,0,0,,,,5,12,42,7,1,1,1990,1158619900225,02,we,,,1158619900225007,,,,8,1,,,08AUG91:08:36,8,8,1,,,,0,0,1,88,8,1601,16101,8,8,65,7271.019068,199017128302we,,0,1158619900225007
,,199017128302we,115861990022515986,0,3,5,,1,1,15,21,O,1,3,,5,1158619900225006,986,1,3,0,1,0,,,,5,12,42,7,1,1,1990,1158619900225,02,we,,,1158619900225006,2,1,0,8,1,,,08AUG91:08:36,8,2,1,,,,0,0,1,88,1,1556,15906,8,8,42,7271.019068,199017128302we,,0,1158619900225006
,,199017128302we,115861990022515986,,3,5,,2,1,15,15,Y,20,30,,3,1158619900225004,986,1,3,0,0,0,,,,7,12,12,7,1,1,1990,1158619900225,02,we,,,1158619900225004,,,,8,1,,Charlotte,08AUG91:08:36,8,8,1,,,,0,0,1,88,8,1540,33981,8,8,21,8299.0780502,199017128302we,,0,1158619900225004
